source	target	source_genesymbol	target_genesymbol	istruelr	isphysical	issmallmolecule
P51654	P98164	GPC3	LRP2	False	True	False
O60494	P98164	CUBN	LRP2	False	False	False
P11142	P98164	HSPA8	LRP2	True	False	False
P61160	P98164	ACTR2	LRP2	True	True	False
P01008	P35052	SERPINC1	GPC1	False	True	False
P21980	Q13797	TGM2	ITGA9	False	True	False
P01019	Q07075	AGT	ENPEP	False	False	False
P0DP24	Q13936	CALM2	CACNA1C	False	False	False
P13591	Q13936	NCAM1	CACNA1C	False	True	False
Q86UR5	Q13936	RIMS1	CACNA1C	False	False	False
P0DP23	Q13936	CALM1	CACNA1C	False	False	False
P0DP25	Q13936	CALM3	CACNA1C	False	False	False
P11684	Q6UX01	SCGB1A1	LMBR1L	True	False	False
P49913	P08069	CAMP	IGF1R	False	False	False
P14625	P07306	HSP90B1	ASGR1	False	False	False
P14625	P04626	HSP90B1	ERBB2	False	False	False
P07900	P04626	HSP90AA1	ERBB2	False	False	False
P14780	P17181	MMP9	IFNAR1	False	True	False
Q06124	Q96PJ5	PTPN11	FCRL4	True	False	False
P29350	Q96PJ5	PTPN6	FCRL4	True	False	False
P0DP23	P49190	CALM1	PTH2R	False	False	False
Q99748	O60609	NRTN	GFRA3	True	False	False
P39905	O60609	GDNF	GFRA3	True	False	False
P49913	P00533	CAMP	EGFR	False	False	False
P26441	P00533	CNTF	EGFR	False	False	False
P0DP23	P28335	CALM1	HTR2C	False	False	False
Q96CW9	Q9HCJ2	NTNG2	LRRC4C	True	True	False
O43278	Q9Y5Y6	SPINT1	ST14	False	False	False
Q9H2A7	P08913	CXCL16	ADRA2A	False	False	False
Q9BX66	P56199	SORBS1	ITGA1	False	False	False
P35555	P18564	FBN1	ITGB6	False	True	False
P35247	Q9Y6Y9	SFTPD	LY96	False	False	False
P21810	Q9Y6Y9	BGN	LY96	False	False	False
P63092	P40145	GNAS	ADCY8	False	False	False
P04899	P40145	GNAI2	ADCY8	False	False	False
P0DP25	P40145	CALM3	ADCY8	False	False	False
P21741	Q8N158	MDK	GPC2	True	False	False
P00749	P08648	PLAU	ITGA5	False	True	False
P63092	O60503	GNAS	ADCY9	False	False	False
P04899	O60503	GNAI2	ADCY9	False	False	False
P00749	P18084	PLAU	ITGB5	False	True	False
Q9BX66	P18084	SORBS1	ITGB5	False	False	False
P39060	P18084	COL18A1	ITGB5	False	True	False
P80303	Q9NZ08	NUCB2	ERAP1	False	False	False
Q86UR5	Q05940	RIMS1	SLC18A2	False	False	False
P11142	P07550	HSPA8	ADRB2	True	False	False
P61160	P07550	ACTR2	ADRB2	True	True	False
P04899	P21453	GNAI2	S1PR1	False	False	False
P0DP23	P41594	CALM1	GRM5	False	False	False
P04899	P11229	GNAI2	CHRM1	False	False	False
P0DP23	Q9HCN6	CALM1	GP6	False	False	False
P16562	Q8NEC5	CRISP2	CATSPER1	False	False	False
P04278	Q5T6X5	SHBG	GPRC6A	False	False	False
P0DP23	P29972	CALM1	AQP1	False	False	False
P52945	P11168	PDX1	SLC2A2	False	False	False
P0DP23	P32241	CALM1	VIPR1	False	False	False
P0DP23	Q16280	CALM1	CNGA2	False	False	False
Q96B86	Q6ZVN8	RGMA	HJV	True	False	False
Q02297	Q96JQ5	NRG1	MS4A4A	True	True	False
O00622	Q03135	CCN1	CAV1	False	False	False
Q9H1J7	A4D1S0	WNT5B	KLRG2	True	True	False
P01375	Q15628	TNF	TRADD	False	False	False
P04278	P57057	SHBG	SLC37A1	False	False	False
P0DP23	Q9NR82	CALM1	KCNQ5	False	False	False
P29350	Q5QGZ9	PTPN6	CLEC12A	True	False	False
P0DP23	P25445	CALM1	FAS	False	False	False
P37287	P01833	PIGA	PIGR	True	False	False
P11226	P30988	MBL2	CALCR	False	True	False
P78417	P21817	GSTO1	RYR1	True	False	False
P01275	P27487	GCG	DPP4	True	False	False
P16860	P27487	NPPB	DPP4	True	False	False
P01303	P27487	NPY	DPP4	True	False	False
P01282	P27487	VIP	DPP4	True	False	False
P00813	P27487	ADA	DPP4	False	False	False
P14780	Q9NR96	MMP9	TLR9	False	True	False
P01112	Q9NR96	HRAS	TLR9	False	False	False
P02745	P17927	C1QA	CR1	False	False	False
P63092	P30542	GNAS	ADORA1	False	False	False
Q2WEN9	Q96PL2	CEACAM16	TECTB	True	True	False
P23560	Q00994	BDNF	BEX3	False	False	False
P48061	P31431	CXCL12	SDC4	False	True	False
P25391	P31431	LAMA1	SDC4	False	True	False
P0DMV8	O00206	HSPA1A	TLR4	False	False	False
Q86UR5	Q16572	RIMS1	SLC18A3	False	False	False
P07602	P10275	PSAP	AR	False	False	False
P25067	Q8NBS3	COL8A2	SLC4A11	True	True	False
O15020	P18433	SPTBN2	PTPRA	False	False	False
P13591	P18433	NCAM1	PTPRA	False	False	False
Q9NWZ3	Q9NYK1	IRAK4	TLR7	False	False	False
P02654	P98155	APOC1	VLDLR	False	False	False
Q2WEN9	O75443	CEACAM16	TECTA	True	True	False
P01375	O94759	TNF	TRPM2	True	False	False
Q9NWZ3	Q9Y2C9	IRAK4	TLR6	False	False	False
P61328	P11362	FGF12	FGFR1	True	False	False
P49767	Q6UXH8	VEGFC	CCBE1	True	False	False
P61328	P21802	FGF12	FGFR2	True	False	False
P61769	Q30201	B2M	HFE	False	False	False
Q96B86	Q30201	RGMA	HFE	False	False	False
P15692	Q13224	VEGFA	GRIN2B	True	False	False
P49961	P30542	ENTPD1	ADORA1	False	True	False
P49961	P29274	ENTPD1	ADORA2A	False	True	False
P49961	P29275	ENTPD1	ADORA2B	False	True	False
P02768	COMPLEX:P55899_P61769	ALB	FCGRT_B2M	False	False	False
P49961	P0DMS8	ENTPD1	ADORA3	False	True	False
P55107	Q13873	GDF10	BMPR2	True	False	False
P29350	P00533	PTPN6	EGFR	True	False	False
Q15661	P55085	TPSAB1	F2RL1	False	False	False
Q13442	P09619	PDAP1	PDGFRB	False	False	False
Q14005	P22001	IL16	KCNA3	False	False	False
Q14005	Q9NZV8	IL16	KCND2	False	False	False
P05543	P36021	SERPINA7	SLC16A2	False	False	False
Q14005	Q9NSA2	IL16	KCND1	False	False	False
Q14005	Q14957	IL16	GRIN2C	True	False	False
P18509	P27487	ADCYAP1	DPP4	True	False	False
Q9Y258	O00590	CCL26	ACKR2	True	False	False
Q9HD89	Q01518	RETN	CAP1	True	False	False
P43490	COMPLEX:P05556_P08648	NAMPT	ITGB1_ITGA5	False	False	False
Q9BY76	P31431	ANGPTL4	SDC4	False	True	False
P21741	P19338	MDK	NCL	True	False	False
P21246	P31431	PTN	SDC4	False	True	False
P21246	P19338	PTN	NCL	True	True	False
P0C0L4	P20023	C4A	CR2	False	False	False
P07288	P04629	KLK3	NTRK1	False	False	False
P55000	P17787	SLURP1	CHRNB2	True	False	False
P55000	P30926	SLURP1	CHRNB4	True	False	False
P55000	P43681	SLURP1	CHRNA4	True	False	False
P55000	Q9UGM1	SLURP1	CHRNA9	True	False	False
P55000	Q9GZZ6	SLURP1	CHRNA10	True	False	False
P0DP57	P17787	SLURP2	CHRNB2	True	False	False
P0DP57	P30926	SLURP2	CHRNB4	True	False	False
P0DP57	P43681	SLURP2	CHRNA4	True	False	False
P0DP57	P36544	SLURP2	CHRNA7	True	False	False
O60383	Q9H0Q3	GDF9	FXYD6	True	False	False
O60383	Q96SN7	GDF9	ORAI2	False	False	False
Q9NZR2	Q03405	LRP1B	PLAUR	False	False	False
P07602	Q9NYQ6	PSAP	CELSR1	False	False	False
P21246	Q9Y6N8	PTN	CDH10	True	True	False
P10451	P21453	SPP1	S1PR1	True	True	False
P29460	Q9BWV1	IL12B	BOC	False	False	False
Q8NBP7	P60033	PCSK9	CD81	False	False	False
P20366	P27487	TAC1	DPP4	False	False	False
P08519	Q9NZC2	LPA	TREM2	False	False	False
Q9NS98	P12318	SEMA3G	FCGR2A	False	False	False
P02788	Q5T2D2	LTF	TREML2	False	False	False
Q00887	P43146	PSG9	DCC	False	False	False
P00451	P98164	F8	LRP2	False	False	False
P01236	P04626	PRL	ERBB2	False	False	False
P02788	Q8TDY8	LTF	IGDCC4	False	False	False
Q9NR99	Q86SU0	MXRA5	ILDR1	False	False	False
P19021	P27487	PAM	DPP4	False	False	False
Q00888	P32971	PSG4	TNFSF8	False	False	False
P02788	O00478	LTF	BTN3A3	False	False	False
P05230	P05106	FGF1	ITGB3	False	False	False
P61769	P29017	B2M	CD1C	False	False	False
P20366	Q12884	TAC1	FAP	False	False	False
P23560	P04626	BDNF	ERBB2	True	False	False
Q9NPF7	Q8N423	IL23A	LILRB2	False	False	False
P41159	Q6UXK2	LEP	ISLR2	False	False	False
O14511	Q16653	NRG2	MOG	False	False	False
P29965	P19397	CD40LG	CD53	False	False	False
Q9NR99	O60939	MXRA5	SCN2B	False	False	False
P26447	P21860	S100A4	ERBB3	False	False	False
Q9NR99	P20916	MXRA5	MAG	False	False	False
P10915	Q96PE1	HAPLN1	ADGRA2	False	False	False
P22003	P23468	BMP5	PTPRD	False	False	False
Q96SZ5	P0DMS8	ADO	ADORA3	False	False	False
P01135	P23468	TGFA	PTPRD	False	False	False
Q9NR99	Q9UKJ0	MXRA5	PILRB	False	False	False
Q9NR99	Q9UKJ1	MXRA5	PILRA	False	False	False
O15041	O60462	SEMA3E	NRP2	False	False	False
Q8N475	Q7Z692	FSTL5	CEACAM19	False	False	False
Q9BUR5	Q9NP60	APOO	IL1RAPL2	False	False	False
P03971	Q9H772	AMH	GREM2	False	False	False
Q8N475	O43699	FSTL5	SIGLEC6	False	False	False
P14555	P21860	PLA2G2A	ERBB3	False	False	False
Q6WRI0	Q6Q8B3	IGSF10	CD200R1L	False	False	False
Q13410	B6A8C7	BTN1A1	TARM1	False	False	False
O75829	P23468	CNMD	PTPRD	False	False	False
Q8IWV2	P51693	CNTN4	APLP1	False	False	False
P01303	P08588	NPY	ADRB1	False	False	False
Q9BXY4	Q9ULT6	RSPO3	ZNRF3	False	False	False
Q13410	Q7Z3B1	BTN1A1	NEGR1	False	False	False
Q9NS98	Q8N6C8	SEMA3G	LILRA3	False	False	False
P02788	O00300	LTF	TNFRSF11B	False	False	False
Q9NS98	Q9HCN6	SEMA3G	GP6	False	False	False
Q00887	O60469	PSG9	DSCAM	False	False	False
Q9NPF7	O75019	IL23A	LILRA1	False	False	False
Q8TEU8	Q8TDY8	WFIKKN2	IGDCC4	False	False	False
P00748	P40197	F12	GP5	False	False	False
P09038	P05106	FGF2	ITGB3	True	True	False
P29965	P21926	CD40LG	CD9	False	False	False
O95972	P36897	BMP15	TGFBR1	False	False	False
Q8TEU8	Q2VWP7	WFIKKN2	PRTG	False	False	False
P35318	Q9C098	ADM	DCLK3	False	False	False
P41273	Q96LA6	TNFSF9	FCRL1	False	False	False
Q8N475	Q8N423	FSTL5	LILRB2	False	False	False
O43827	Q8N423	ANGPTL7	LILRB2	False	False	False
O95841	COMPLEX:P05556_P56199	ANGPTL1	ITGB1_ITGA1	False	False	False
Q15466	Q8N441	NR0B2	FGFRL1	False	False	False
P07492	Q12884	GRP	FAP	False	False	False
Q00888	O60469	PSG4	DSCAM	False	False	False
P15692	P16070	VEGFA	CD44	False	False	False
Q96PX8	O00300	SLITRK1	TNFRSF11B	False	False	False
P35625	Q08345	TIMP3	DDR1	False	False	False
P09486	P11362	SPARC	FGFR1	False	False	False
Q9NR99	Q07108	MXRA5	CD69	False	False	False
P01138	P04626	NGF	ERBB2	True	False	False
P48029	P42702	SLC6A8	LIFR	False	False	False
P03951	P13224	F11	GP1BB	False	False	False
P09486	P17813	SPARC	ENG	False	False	False
Q02297	Q8WWV6	NRG1	FCAMR	False	False	False
P04275	P13612	VWF	ITGA4	True	True	False
Q9NR99	O95866	MXRA5	MPIG6B	False	False	False
Q9NPF7	O43699	IL23A	SIGLEC6	False	False	False
P01258	Q9C098	CALCA	DCLK3	False	False	False
P10915	Q2VWP7	HAPLN1	PRTG	False	False	False
Q8N475	O75019	FSTL5	LILRA1	False	False	False
P03951	P14770	F11	GP9	False	False	False
P17931	P17813	LGALS3	ENG	False	False	False
O14511	O60462	NRG2	NRP2	False	False	False
P10915	Q5T2D2	HAPLN1	TREML2	False	False	False
P01133	O00300	EGF	TNFRSF11B	False	False	False
Q9NR99	Q15109	MXRA5	AGER	False	False	False
P12644	Q9H772	BMP4	GREM2	False	False	False
O14511	O43300	NRG2	LRRTM2	False	False	False
Q00889	O60469	PSG6	DSCAM	False	False	False
Q2I0M5	Q9ULT6	RSPO4	ZNRF3	False	False	False
P02778	O00206	CXCL10	TLR4	False	False	False
Q8TEU8	Q8IVU1	WFIKKN2	IGDCC3	False	False	False
Q8NBP7	Q14114	PCSK9	LRP8	False	False	False
P03951	P40197	F11	GP5	False	False	False
Q16674	P05556	MIA	ITGB1	False	False	False
Q14626	P25942	IL11RA	CD40	False	False	False
Q9NR99	O75121	MXRA5	MFAP3L	False	False	False
Q9BZV3	P16471	IMPG2	PRLR	False	False	False
O14511	O95866	NRG2	MPIG6B	False	False	False
P04275	P05556	VWF	ITGB1	True	True	False
Q9HBE4	P24394	IL21	IL4R	False	False	False
P02788	P78410	LTF	BTN3A2	False	False	False
Q8WX77	P43146	IGFBPL1	DCC	False	False	False
Q6WRI0	P20916	IGSF10	MAG	False	False	False
P60903	P28222	S100A10	HTR1B	False	False	False
Q7Z4H4	Q9C098	ADM2	DCLK3	False	False	False
P02675	P33151	FGB	CDH5	False	False	False
Q8NBP7	P16671	PCSK9	CD36	False	False	False
Q96PX8	Q07075	SLITRK1	ENPEP	False	False	False
P05113	P15509	IL5	CSF2RA	False	False	False
P13987	Q9NY15	CD59	STAB1	False	False	False
Q8N475	O94779	FSTL5	CNTN5	False	False	False
P21583	Q9H3W5	KITLG	LRRN3	False	False	False
P22301	P26842	IL10	CD27	False	False	False
P16860	Q12884	NPPB	FAP	False	False	False
Q9NR99	P30530	MXRA5	AXL	False	False	False
Q16674	P08648	MIA	ITGA5	False	False	False
P01282	P08588	VIP	ADRB1	False	False	False
P49788	O60462	RARRES1	NRP2	False	False	False
P17213	Q96A28	BPI	SLAMF9	False	False	False
Q8N6C5	P36896	IGSF1	ACVR1B	False	False	False
O43559	P11362	FRS3	FGFR1	False	False	False
O14508	P19235	SOCS2	EPOR	False	False	False
Q6UXB8	O75121	PI16	MFAP3L	False	False	False
P10915	Q01638	HAPLN1	IL1RL1	False	False	False
Q15238	P16234	PSG5	PDGFRA	False	False	False
P01241	P19235	GH1	EPOR	False	False	False
Q13046	O60469	PSG7	DSCAM	False	False	False
P20809	P08887	IL11	IL6R	False	False	False
P04275	Q13797	VWF	ITGA9	True	True	False
P01137	Q93052	TGFB1	LPP	False	False	False
P35318	P25106	ADM	ACKR3	False	False	False
P10915	Q8TDY8	HAPLN1	IGDCC4	False	False	False
Q6WRI0	Q96A28	IGSF10	SLAMF9	False	False	False
P41161	P04626	ETV5	ERBB2	False	False	False
P13501	P27487	CCL5	DPP4	False	False	False
Q9NR99	Q9Y286	MXRA5	SIGLEC7	False	False	False
Q15238	Q9NP84	PSG5	TNFRSF12A	False	False	False
P01258	P25106	CALCA	ACKR3	False	False	False
P51654	P17948	GPC3	FLT1	False	False	False
P10915	O00300	HAPLN1	TNFRSF11B	False	False	False
Q9UQ52	P23470	CNTN6	PTPRG	False	False	False
Q96SZ5	P29275	ADO	ADORA2B	False	False	False
O95171	P17813	SCEL	ENG	False	False	False
P04114	Q9NZC2	APOB	TREM2	False	False	False
Q9UBD9	Q92673	CLCF1	SORL1	False	False	False
P51654	O95185	GPC3	UNC5C	False	False	False
P00748	P14770	F12	GP9	False	True	False
P01286	P27487	GHRH	DPP4	False	False	False
Q8IWV2	Q6Q4G3	CNTN4	LVRN	False	False	False
Q8N475	Q9HCN6	FSTL5	GP6	False	False	False
P02788	Q9BWV1	LTF	BOC	False	False	False
Q9Y5W7	P50406	SNX14	HTR6	False	False	False
O94813	Q9UIW2	SLIT2	PLXNA1	False	False	False
P02788	Q15109	LTF	AGER	False	False	False
P10915	O95866	HAPLN1	MPIG6B	False	False	False
P56706	Q96PE1	WNT7B	ADGRA2	False	False	False
P01563	P20023	IFNA2	CR2	False	False	False
Q16270	O95866	IGFBP7	MPIG6B	False	False	False
P22301	P32970	IL10	CD70	False	False	False
Q96SZ5	P30542	ADO	ADORA1	False	False	False
P00748	P13224	F12	GP1BB	False	False	False
O95390	Q8NER5	GDF11	ACVR1C	False	False	False
P51654	Q86VR7	GPC3	VSIG10L	False	False	False
P01579	P40238	IFNG	MPL	False	False	False
Q8N475	P08887	FSTL5	IL6R	False	False	False
P11226	Q07954	MBL2	LRP1	False	False	False
P01275	Q12884	GCG	FAP	False	False	False
P10915	Q15109	HAPLN1	AGER	False	False	False
Q13046	P43146	PSG7	DCC	False	False	False
P05231	O15146	IL6	MUSK	False	False	False
Q00887	P30530	PSG9	AXL	False	False	False
O95631	O60469	NTN1	DSCAM	False	False	False
O00253	Q01726	AGRP	MC1R	True	False	False
P05112	Q9HBE5	IL4	IL21R	False	False	False
Q9NR99	Q9NYZ4	MXRA5	SIGLEC8	False	False	False
P09681	Q12884	GIP	FAP	False	False	False
P20231	P55085	TPSB2	F2RL1	False	False	False
P51654	Q6UXZ4	GPC3	UNC5D	False	False	False
P14555	P00533	PLA2G2A	EGFR	False	False	False
Q02297	Q9Y286	NRG1	SIGLEC7	False	False	False
O00253	P18827	AGRP	SDC1	False	False	False
Q6UXB8	O75509	PI16	TNFRSF21	False	False	False
Q6WRI0	Q7Z6M3	IGSF10	MILR1	False	False	False
Q2MKA7	Q68DV7	RSPO1	RNF43	True	True	False
Q2I0M5	Q68DV7	RSPO4	RNF43	False	False	False
Q8N475	O00533	FSTL5	CHL1	False	False	False
O00755	Q96PE1	WNT7A	ADGRA2	False	False	False
P01189	Q8TCY5	POMC	MRAP	False	False	False
P51654	O00300	GPC3	TNFRSF11B	False	False	False
P50591	P51684	TNFSF10	CCR6	False	False	False
Q9NPF7	Q9HCN6	IL23A	GP6	False	False	False
P01303	P07550	NPY	ADRB2	False	False	False
P05231	O75015	IL6	FCGR3B	False	False	False
P17931	P43121	LGALS3	MCAM	False	False	False
P02788	Q01638	LTF	IL1RL1	False	False	False
P19021	Q12884	PAM	FAP	False	False	False
Q8N475	Q58EX2	FSTL5	SDK2	False	False	False
Q6UXN2	Q9NYZ4	TREML4	SIGLEC8	False	False	False
P00451	O75096	F8	LRP4	False	False	False
Q9BXY4	Q68DV7	RSPO3	RNF43	False	False	False
Q9NQ36	P35968	SCUBE2	KDR	False	False	False
Q10586	Q16570	DBP	ACKR1	False	False	False
Q08431	P18084	MFGE8	ITGB5	False	False	False
P0C0L4	P15529	C4A	CD46	False	False	False
P18075	P36896	BMP7	ACVR1B	False	False	False
Q13046	Q9UMR7	PSG7	CLEC4A	False	False	False
P08700	P15509	IL3	CSF2RA	False	False	False
P22301	Q8IU57	IL10	IFNLR1	False	False	False
Q96SZ5	P29274	ADO	ADORA2A	False	False	False
P80188	P12318	LCN2	FCGR2A	False	False	False
O95841	Q8N423	ANGPTL1	LILRB2	False	False	False
Q16674	P13612	MIA	ITGA4	False	False	False
P15813	P06731	CD1D	CEACAM5	True	True	False
P49961	P0DMS9	ENTPD1	TMIGD3	False	True	False
P26441	O75462	CNTF	CRLF1	False	False	False
Q9GZX6	Q9UHF4	IL22	IL20RA	True	False	False
P56975	P00533	NRG3	EGFR	True	False	False
P09603	P15509	CSF1	CSF2RA	True	False	False
P09919	P15509	CSF3	CSF2RA	True	False	False
Q8IZL2	Q04721	MAML2	NOTCH2	False	False	False
Q8IZL2	Q9UM47	MAML2	NOTCH3	False	False	False
Q8IZL2	P46531	MAML2	NOTCH1	False	False	False
Q8IZL2	Q99466	MAML2	NOTCH4	False	False	False
P22004	Q16671	BMP6	AMHR2	True	False	False
O95390	P61160	GDF11	ACTR2	False	False	False
P27539	P61160	GDF1	ACTR2	False	False	False
P08476	P61160	INHBA	ACTR2	False	False	False
P18075	P61160	BMP7	ACTR2	False	False	False
P12643	P61160	BMP2	ACTR2	False	False	False
O95972	P61160	BMP15	ACTR2	False	False	False
P09603	Q99062	CSF1	CSF3R	True	False	False
Q9NZH8	P17181	IL36G	IFNAR1	True	False	False
Q9NZH8	P48551	IL36G	IFNAR2	True	False	False
Q14914	Q15722	PTGR1	LTB4R	False	False	False
Q14914	Q9NPC1	PTGR1	LTB4R2	False	False	False
P05108	Q96RI1	CYP11A1	NR1H4	False	False	False
P08684	Q96RI1	CYP3A4	NR1H4	False	False	False
Q9Y4D2	P21554	DAGLA	CNR1	False	False	False
Q9Y4D2	P34972	DAGLA	CNR2	False	False	False
Q9Y4D2	Q9Y2T6	DAGLA	GPR55	False	False	False
Q8NCG7	P21554	DAGLB	CNR1	False	False	False
Q8NCG7	P34972	DAGLB	CNR2	False	False	False
Q8NCG7	Q9Y2T6	DAGLB	GPR55	False	False	False
COMPLEX:P09917_P20292_Q16873	Q8TDS5	ALOX5_ALOX5AP_LTC4S	OXER1	False	False	False
P41273	A4D1S0	TNFSF9	KLRG2	True	False	False
P20711	A5X5Y0	DDC	HTR3E	False	False	False
COMPLEX:P05111_P08476	COMPLEX:P27037_Q04771	INHA_INHBA	ACVR2A_ACVR1	True	False	False
COMPLEX:P05111_P09529	COMPLEX:P27037_Q04771	INHA_INHBB	ACVR2A_ACVR1	True	False	False
P05111	COMPLEX:P27037_Q04771	INHA	ACVR2A_ACVR1	True	False	False
COMPLEX:P05111_P08476	COMPLEX:Q04771_Q13705	INHA_INHBA	ACVR1_ACVR2B	True	False	False
COMPLEX:P05111_P09529	COMPLEX:Q04771_Q13705	INHA_INHBB	ACVR1_ACVR2B	True	False	False
P05111	COMPLEX:Q04771_Q13705	INHA	ACVR1_ACVR2B	True	False	False
COMPLEX:P05111_P08476	COMPLEX:P27037_P36896	INHA_INHBA	ACVR2A_ACVR1B	True	False	False
COMPLEX:P05111_P09529	COMPLEX:P27037_P36896	INHA_INHBB	ACVR2A_ACVR1B	True	False	False
P05111	COMPLEX:P27037_P36896	INHA	ACVR2A_ACVR1B	True	False	False
COMPLEX:P05111_P08476	COMPLEX:P36896_Q13705	INHA_INHBA	ACVR1B_ACVR2B	True	False	False
COMPLEX:P05111_P09529	COMPLEX:P36896_Q13705	INHA_INHBB	ACVR1B_ACVR2B	True	False	False
P05111	COMPLEX:P36896_Q13705	INHA	ACVR1B_ACVR2B	True	False	False
COMPLEX:P05111_P08476	COMPLEX:P27037_Q8NER5	INHA_INHBA	ACVR2A_ACVR1C	True	False	False
COMPLEX:P05111_P09529	COMPLEX:P27037_Q8NER5	INHA_INHBB	ACVR2A_ACVR1C	True	False	False
P05111	COMPLEX:P27037_Q8NER5	INHA	ACVR2A_ACVR1C	True	False	False
COMPLEX:P05111_P08476	COMPLEX:Q13705_Q8NER5	INHA_INHBA	ACVR2B_ACVR1C	True	False	False
COMPLEX:P05111_P09529	COMPLEX:Q13705_Q8NER5	INHA_INHBB	ACVR2B_ACVR1C	True	False	False
P05111	COMPLEX:Q13705_Q8NER5	INHA	ACVR2B_ACVR1C	True	False	False
Q15848	COMPLEX:Q86V24_Q96A54	ADIPOQ	ADIPOR2_ADIPOR1	True	True	False
P10997	COMPLEX:O60894_P30988	IAPP	RAMP1_CALCR	True	False	False
P10997	COMPLEX:O60895_P30988	IAPP	RAMP2_CALCR	True	False	False
P10997	COMPLEX:O60896_P30988	IAPP	RAMP3_CALCR	True	False	False
P28329	COMPLEX:Q05901_Q15822	CHAT	CHRNB3_CHRNA2	False	False	False
P28329	COMPLEX:P17787_P30532_P32297	CHAT	CHRNB2_CHRNA5_CHRNA3	False	False	False
P28329	COMPLEX:P30532_P30926_P32297	CHAT	CHRNA5_CHRNB4_CHRNA3	False	False	False
P28329	COMPLEX:P17787_P43681	CHAT	CHRNB2_CHRNA4	False	False	False
P28329	COMPLEX:P43681_Q05901_Q15825	CHAT	CHRNA4_CHRNB3_CHRNA6	False	False	False
P28329	COMPLEX:P30926_Q05901_Q15825	CHAT	CHRNB4_CHRNB3_CHRNA6	False	False	False
P28329	P02708	CHAT	CHRNA1	False	False	False
P28329	P08172	CHAT	CHRM2	True	False	False
P28329	P08173	CHAT	CHRM4	True	False	False
P28329	P08912	CHAT	CHRM5	True	False	False
P28329	P11229	CHAT	CHRM1	True	False	False
P28329	P20309	CHAT	CHRM3	True	False	False
P28329	P36544	CHAT	CHRNA7	False	False	False
P19099	P04150	CYP11B2	NR3C1	False	False	False
P19099	P08235	CYP11B2	NR3C2	False	False	False
P05093	P10275	CYP17A1	AR	False	False	False
O14756	Q96RI1	HSD17B6	NR1H4	False	False	False
O00182	COMPLEX:P08575_P11274_P20273	LGALS9	PTPRC_BCR_CD22	True	True	False
COMPLEX:O95972_Q9UK05	COMPLEX:O00238_P36896_Q13873	BMP15_GDF2	BMPR1B_ACVR1B_BMPR2	True	False	False
P26441	COMPLEX:P26992_P40189_P42702	CNTF	CNTFR_IL6ST_LIFR	False	False	False
P02647	COMPLEX:O60494_Q9BXJ7	APOA1	CUBN_AMN	False	False	False
O15528	P11473	CYP27B1	VDR	False	False	False
P14060	COMPLEX:Q8NEC5_Q9H7T0	HSD3B1	CATSPER1_CATSPERB	False	False	False
P14060	COMPLEX:Q86XM0_Q8NEC5	HSD3B1	CATSPERD_CATSPER1	False	False	False
P14060	COMPLEX:Q96P56_Q9H7T0	HSD3B1	CATSPER2_CATSPERB	False	False	False
P14060	COMPLEX:Q86XM0_Q96P56	HSD3B1	CATSPERD_CATSPER2	False	False	False
P14060	COMPLEX:Q86XQ3_Q9H7T0	HSD3B1	CATSPER3_CATSPERB	False	False	False
P14060	COMPLEX:Q86XM0_Q86XQ3	HSD3B1	CATSPERD_CATSPER3	False	False	False
P14060	COMPLEX:Q7RTX7_Q9H7T0	HSD3B1	CATSPER4_CATSPERB	False	False	False
P14060	COMPLEX:Q7RTX7_Q86XM0	HSD3B1	CATSPER4_CATSPERD	False	False	False
P19835	P35398	CEL	RORA	False	False	False
P19835	P51449	CEL	RORC	False	False	False
Q15392	P35398	DHCR24	RORA	False	False	False
Q15392	P51449	DHCR24	RORC	False	False	False
Q9UBM7	P35398	DHCR7	RORA	False	False	False
Q9UBM7	P51449	DHCR7	RORC	False	False	False
P38571	P35398	LIPA	RORA	False	False	False
P38571	P51449	LIPA	RORC	False	False	False
P15538	P04150	CYP11B1	NR3C1	False	False	False
P15538	P08235	CYP11B1	NR3C2	False	False	False
P49888	P37231	SULT1E1	PPARG	False	False	False
P49888	Q07869	SULT1E1	PPARA	False	False	False
Q06520	P37231	SULT2A1	PPARG	False	False	False
Q06520	Q07869	SULT2A1	PPARA	False	False	False
P50225	P37231	SULT1A1	PPARG	False	False	False
P50225	Q07869	SULT1A1	PPARA	False	False	False
Q8TF42	O75469	UBASH3B	NR1I2	False	False	False
Q8TF42	P03372	UBASH3B	ESR1	False	False	False
Q8TF42	Q07869	UBASH3B	PPARA	False	False	False
Q9UBM7	P55055	DHCR7	NR1H2	False	False	False
Q9UBM7	Q13133	DHCR7	NR1H3	False	False	False
P08686	P08235	CYP21A2	NR3C2	False	False	False
P18405	P10275	SRD5A1	AR	False	False	False
P31213	P10275	SRD5A2	AR	False	False	False
Q9H8P0	P10275	SRD5A3	AR	False	False	False
P11086	P07550	PNMT	ADRB2	False	False	True
P11086	P08588	PNMT	ADRB1	False	False	True
P11086	P08913	PNMT	ADRA2A	False	False	True
P11086	P13945	PNMT	ADRB3	False	False	True
P11086	P18089	PNMT	ADRA2B	False	False	True
P11086	P18825	PNMT	ADRA2C	False	False	True
P11086	P25100	PNMT	ADRA1D	False	False	True
P11086	P35348	PNMT	ADRA1A	False	False	True
P11086	P35368	PNMT	ADRA1B	False	False	True
P11511	O75469	CYP19A1	NR1I2	False	False	False
