"source" "target" "source_genesymbol" "target_genesymbol" "category_intercell_source" "database_intercell_source" "category_intercell_target" "database_intercell_target" "sources" "references"
"3495" "O43921" "P54764" "EFNA2" "EPHA4" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;DIP:19836338;IntAct:19836338;LRdb:11114742;Lit-BM-17:19836338;SIGNOR:9330863;connectomeDB2020:9330863"
"3496" "P52797" "P29317" "EFNA3" "EPHA2" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:933086312907451;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:12907451;Cellinker:15114347;Cellinker:9330863;HPRD:12907451;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:12907451;connectomeDB2020:9330863"
"3497" "P51671" "O00590" "CCL11" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3498" "Q99616" "O00590" "CCL13" "ACKR2" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "Baccin2019:24890717;CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3499" "Q16627" "O00590" "CCL14" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;CellTalkDB:9660793;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:9660793;connectomeDB2020:9405404"
"3500" "P13500" "O00590" "CCL2" "ACKR2" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:9364936;Baccin2019:9405404;CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9364936;Cellinker:9405404;HPRD:9364936;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9364936;connectomeDB2020:9405404"
"3501" "P10147" "O00590" "CCL3" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3502" "P13236" "O00590" "CCL4" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:29637711;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3503" "P13501" "O00590" "CCL5" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3504" "P80098" "O00590" "CCL7" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9364936;Cellinker:9405404;HPRD:9364936;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9364936;connectomeDB2020:9405404"
"3505" "P80075" "O00590" "CCL8" "ACKR2" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:9364936;Baccin2019:9405404;CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404"
"3506" "O43921" "P29320" "EFNA2" "EPHA3" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:93308639751130;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:9330863;Cellinker:9751130;HPRD:9751130;LRdb:11114742;connectomeDB2020:9330863;connectomeDB2020:9751130"
"3507" "O43921" "P21709" "EFNA2" "EPHA1" "" "" "" "" "CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;LRdb;connectomeDB2020;iTALK;talklr" "CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;Cellinker:15114347;Cellinker:28589441;LRdb:11114742;connectomeDB2020:15114347"
"3508" "O00626" "P27487" "CCL22" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;InnateDB" "CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:21314817;HPRD:11390394;HPRD:9933589;InnateDB:9933589"
"3509" "Q92478" "Q9NZS2" "CLEC2B" "KLRF1" "" "" "" "" "CellPhoneDB;CellTalkDB;LRdb;connectomeDB2020" "CellPhoneDB:24223577;CellTalkDB:24223577;LRdb:24223577;connectomeDB2020:17057721"
"3510" "P41221" "Q9UP38" "WNT5A" "FZD1" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;MPPI;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;Cellinker:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;connectomeDB2020:10557084"
"3511" "P51671" "P27487" "CCL11" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;IntAct" "CellPhoneDB:24218476;CellTalkDB:9660793;Cellinker:17156337;HPRD:11390394;IntAct:18275857;IntAct:21314817"
"3512" "P02778" "P27487" "CXCL10" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;IntAct" "CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:21314817;HPRD:11390394;IntAct:18275857;IntAct:21314817"
"3513" "O14625" "P27487" "CXCL11" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;IntAct" "CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:11390394;HPRD:11390394;IntAct:18275857;IntAct:21314817"
"3514" "Q6UVW9" "D3W0D1" "CLEC2A" "KLRF2" "" "" "" "" "CellPhoneDB;CellTalkDB;DIP;LRdb;connectomeDB2020" "CellPhoneDB:24223577;DIP:20194751;LRdb:24223577;connectomeDB2020:24223577"
"3515" "P52797" "P21709" "EFNA3" "EPHA1" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:28589441;LRdb:11114742;Ramilowski2015:16466970;connectomeDB2020:16466970;talklr:16466970"
"3516" "P19875" "P27487" "CXCL2" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;IntAct" "CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:21314817;IntAct:18275857;IntAct:21314817"
"3517" "Q07325" "P27487" "CXCL9" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;IntAct" "CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:21314817;HPRD:11390394;IntAct:18275857;IntAct:21314817"
"3518" "P48061" "P27487" "CXCL12" "DPP4" "" "" "" "" "CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD" "CellPhoneDB:24218476;CellTalkDB:30759373;Cellinker:11390394;HPRD:11390394"
"3519" "Q9H2A7" "O00574" "CXCL16" "CXCR6" "" "" "" "" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:11017100;Baccin2019:11290797;Baccin2019:14625285;CellTalkDB:14625285;Cellinker:11017100;Cellinker:11290797;Cellinker:14625285;Guide2Pharma:11290797;HPMR:14625285;HPRD:11017100;HPRD:11290797;ICELLNET:22633458;LRdb:11017100;LRdb:11290797;LRdb:14625285;SPIKE:14625285;connectomeDB2020:11017100;connectomeDB2020:11290797;connectomeDB2020:14625285;scConnect:11290797"
"3520" "P50591" "O14798" "TNFSF10" "TNFRSF10C" "" "" "" "" "CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;SPIKE;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:9314565;Cellinker:9314565;Cellinker:9325248;Cellinker:9613612;HPMR:9325248;HPRD:9314565;HPRD:9325248;HPRD:9613612;ICELLNET:11239407;LRdb:9314565;LRdb:9325248;LRdb:9613612;Lit-BM-17:20103630;Lit-BM-17:9325248;SPIKE:9082980;SPIKE:9314565;connectomeDB2020:9314565;connectomeDB2020:9325248;connectomeDB2020:9613612"
"3521" "P06881" "P30988" "CALCA" "CALCR" "" "" "" "" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:2158663;Cellinker:10342886;Cellinker:11023820;Cellinker:11033437;Cellinker:12565884;Cellinker:14722252;Cellinker:15692146;Cellinker:2158663;Cellinker:7588285;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;ICELLNET:1331173;ICELLNET:6148938;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987;scConnect:10342886;scConnect:11023820;scConnect:11033437;scConnect:12565884;scConnect:14722252;scConnect:15692146;scConnect:26125036;scConnect:7588285;scConnect:9487987"
"3522" "P01024" "Q16581" "C3" "C3AR1" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:11342658;Cellinker:11342658;Cellinker:20527893;Guide2Pharma:20527893;Guide2Pharma:9476119;HPMR:11342658;HPRD:11342658;ICELLNET:8702752;LRdb:11342658;LRdb:21;SIGNOR:8765043;connectomeDB2020:11342658;connectomeDB2020:20527893;scConnect:20527893;scConnect:9476119"
"3523" "P32971" "P28908" "TNFSF8" "TNFRSF8" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:11754357;Baccin2019:8391931;CellTalkDB:8391931;Cellinker:11754357;Cellinker:8391931;DIP:10768840;HPMR:8391931;HPRD:11754357;ICELLNET:11239407;LRdb:118;LRdb:8391931;connectomeDB2020:11754357;connectomeDB2020:8391931"
"3524" "P23510" "P43489" "TNFSF4" "TNFRSF4" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:12134113;CellTalkDB:12134113;Cellinker:12134113;DIP:16905106;DIP:8076595;HPMR:12134113;HPRD:12134113;ICELLNET:11239407;InnateDB:16905106;LRdb:12134113;Lit-BM-17:16905106;Lit-BM-17:8076595;SIGNOR:9488716;connectomeDB2020:12134113"
"3525" "P00749" "Q03405" "PLAU" "PLAUR" "" "" "" "" "Baccin2019;BioGRID;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:11501527;Baccin2019:16456079;Baccin2019:3023326;Baccin2019:3031025;BioGRID:11501527;BioGRID:16879932;BioGRID:19017363;CellTalkDB:16456079;Cellinker:11501527;Cellinker:16456079;Cellinker:3023326;Cellinker:3031025;DIP:18376415;HPMR:16456079;HPRD:11501527;HPRD:3023326;HPRD:3031025;ICELLNET:11501527;LRdb:11501527;LRdb:16456079;LRdb:3023326;LRdb:3031025;SIGNOR:16456079;connectomeDB2020:11501527;connectomeDB2020:16456079;connectomeDB2020:3023326;connectomeDB2020:3031025"
"3526" "P01024" "P20023" "C3" "CR2" "" "" "" "" "CellChatDB;CellTalkDB;Cellinker;HPRD;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;connectomeDB2020" "CellChatDB:16234578;CellTalkDB:17434528;Cellinker:16234578;Cellinker:16785534;HPRD:11684127;HPRD:1830068;ICELLNET:6230668;InnateDB:19164292;IntAct:11387479;IntAct:21527715;connectomeDB2020:30566277"
"3527" "Q92583" "O00590" "CCL17" "ACKR2" "" "" "" "" "CellChatDB;CellTalkDB;Cellinker;ICELLNET;LRdb;connectomeDB2020" "CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:25297873"
"3528" "P55774" "Q9BZ71" "CCL18" "PITPNM3" "" "" "" "" "ICELLNET;InnateDB;connectomeDB2020" "ICELLNET:22633458;InnateDB:21481794;connectomeDB2020:24218476"
"3529" "O00626" "O00590" "CCL22" "ACKR2" "" "" "" "" "Baccin2019;CellChatDB;CellTalkDB;Cellinker;ICELLNET;LRdb;connectomeDB2020" "CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:25297873"
"3530" "P55773" "O00590" "CCL23" "ACKR2" "" "" "" "" "CellTalkDB;ICELLNET;LRdb" "CellTalkDB:10699158;ICELLNET:22633458;LRdb:10699158"
"3531" "O00175" "O00590" "CCL24" "ACKR2" "" "" "" "" "CellChatDB;CellTalkDB;Cellinker;ICELLNET;LRdb" "CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;ICELLNET:22633458;LRdb:10699158"
"3532" "P16619" "O00590" "CCL3L1" "ACKR2" "" "" "" "" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;CellTalkDB:10364178;Cellinker:26740381;Cellinker:29637711;HPRD:10364178;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:10364178;connectomeDB2020:25297873"
"3533" "Q8NHW4" "O00590" "CCL4L1" "ACKR2" "" "" "" "" "Cellinker;ICELLNET" "Cellinker:29637711;ICELLNET:22633458"
"3534" "P21854" "P06127" "CD72" "CD5" "" "" "" "" "HPRD;ICELLNET" "HPRD:1711157;HPRD:8806810;ICELLNET:24950378;ICELLNET:8757302"
"3535" "P26441" "COMPLEX:P40189_P42702" "CNTF" "IL6ST_LIFR" "" "" "" "" "ICELLNET" "ICELLNET:9143707"
"3536" "P26441" "COMPLEX:P26992_P40189" "CNTF" "CNTFR_IL6ST" "" "" "" "" "ICELLNET" "ICELLNET:9143707"
"3537" "P09429" "Q8TDQ0" "HMGB1" "HAVCR2" "" "" "" "" "Cellinker;ICELLNET;connectomeDB2020" "Cellinker:23519706;ICELLNET:22842346;ICELLNET:27192565;connectomeDB2020:22842346"
"3538" "Q14005" "P21926" "IL16" "CD9" "" "" "" "" "ICELLNET;InnateDB" "ICELLNET:16144798;ICELLNET:29884309;InnateDB:16144798"
"3539" "P31025" "Q6UX01" "LCN1" "LMBR1L" "" "" "" "" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:11287427;Cellinker:11287427;HPRD:11287427;ICELLNET:11287427;LRdb:11287427;connectomeDB2020:11287427"
"3540" "P09382" "Q07108" "LGALS1" "CD69" "" "" "" "" "ICELLNET;LRdb;UniProt_LRdb;connectomeDB2020" "ICELLNET:21427408;connectomeDB2020:24752896"
"3541" "Q92854" "P21854" "SEMA4D" "CD72" "" "" "" "" "Baccin2019;CellChatDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "Baccin2019:11114375;Baccin2019:12882840;CellChatDB:22325954;CellTalkDB:11114375;Cellinker:11114375;Cellinker:12882840;Cellinker:22325954;HPRD:11114375;HPRD:12882840;ICELLNET:29971044;LRdb:11114375;LRdb:13;connectomeDB2020:11114375;connectomeDB2020:12882840"
"3542" "P40222" "Q13277" "TXLNA" "STX3" "" "" "" "" "Cellinker;ICELLNET" "Cellinker:12558796;ICELLNET:12558796"
"3543" "P40222" "Q12846" "TXLNA" "STX4" "" "" "" "" "Cellinker;HPRD;ICELLNET" "Cellinker:12558796;HPRD:12558796;ICELLNET:12558796"
"3544" "P40222" "Q16623" "TXLNA" "STX1A" "" "" "" "" "Cellinker;HPRD;HuRI;ICELLNET;IntAct;Lit-BM-17" "Cellinker:12558796;HPRD:12558796;ICELLNET:12558796;IntAct:24722188;IntAct:32296183;Lit-BM-17:12558796;Lit-BM-17:24722188"
"3545" "P27658" "COMPLEX:P05556_P56199" "COL8A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3546" "Q02388" "COMPLEX:P05556_P56199" "COL7A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3547" "P25940" "COMPLEX:P05556_P56199" "COL5A3" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3548" "P05997" "COMPLEX:P05556_P56199" "COL5A2" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3549" "P20908" "COMPLEX:P05556_P56199" "COL5A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3550" "P02461" "COMPLEX:P05556_P56199" "COL3A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3551" "P39060" "COMPLEX:P05556_P56199" "COL18A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3552" "Q05707" "COMPLEX:P05556_P56199" "COL14A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3553" "P12107" "COMPLEX:P05556_P56199" "COL11A1" "ITGA1_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3554" "P12107" "COMPLEX:P05556_P17301" "COL11A1" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3555" "Q05707" "COMPLEX:P05556_P17301" "COL14A1" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3556" "P39060" "COMPLEX:P05556_P17301" "COL18A1" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3557" "P02461" "COMPLEX:P05556_P17301" "COL3A1" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3558" "P20908" "COMPLEX:P05556_P17301" "COL5A1" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3559" "P05997" "COMPLEX:P05556_P17301" "COL5A2" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"3560" "P25940" "COMPLEX:P05556_P17301" "COL5A3" "ITGA2_ITGB1" "" "" "" "" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
